Date,EnergyProduction,CarbonFootprint,SystemEfficiency,MaintenanceCosts,ProductionSource,CustomerFeedback,Temperature,Humidity,Demand,OutageDuration,OutageReason
2022-06-17 11:46:36,5343.11,490.9,80.98,1995.53,Hydro,Neutral,13.07,55.58,782.18,14.15,Weather
2024-05-04 11:46:36,5798.4,232.14,91.16,1078.73,Natural Gas,Negative,17.62,34.65,683.66,20.06,Weather
2024-05-05 11:46:36,2669.34,122.88,92.15,2446.8,Coal,Neutral,33.44,49.44,558.6,13.03,Weather
2024-01-13 11:46:36,4475.88,451.6,80.89,3970.28,Hydro,Negative,20.68,79.57,822.98,20.8,Maintenance
2023-12-10 11:46:36,4997.24,427.41,85.55,3811.58,Solar,Positive,26.68,34.71,747.0,20.77,Equipment Failure
2023-04-30 11:46:36,2102.75,460.53,89.88,2610.93,Hydro,Negative,29.34,23.9,987.98,6.3,Unknown
2022-12-27 11:46:36,1992.46,376.23,87.79,3333.48,Hydro,Neutral,11.14,30.1,745.91,22.55,Maintenance
2023-06-22 11:46:36,8628.28,378.83,91.61,1482.3,Solar,Positive,8.6,49.73,520.67,6.61,Maintenance
2023-05-24 11:46:36,4903.61,164.91,85.97,3532.18,Solar,Positive,27.76,53.1,981.69,21.96,Equipment Failure
2022-12-12 11:46:36,4237.89,306.69,93.64,4170.42,Hydro,Negative,31.09,76.02,695.31,19.29,Equipment Failure
2024-05-12 11:46:36,1373.49,146.9,87.93,2399.26,Wind,Positive,10.83,25.77,814.24,10.38,Weather
2022-09-05 11:46:36,7685.59,252.39,94.85,4553.67,Wind,Neutral,4.86,72.01,846.97,15.95,Equipment Failure
2024-01-10 11:46:36,4860.42,280.32,81.39,1185.22,Natural Gas,Neutral,31.25,30.9,662.89,10.24,Equipment Failure
2023-09-20 11:46:36,5080.94,319.0,92.49,2104.1,Coal,Negative,12.66,22.35,507.94,1.18,Equipment Failure
2023-05-24 11:46:36,5458.66,418.97,92.06,1713.16,Solar,Negative,32.23,65.77,905.93,12.49,Weather
2023-11-27 11:46:36,4804.59,445.99,87.19,2392.68,Solar,Positive,3.99,70.61,930.56,12.29,Maintenance
2023-02-19 11:46:36,7249.02,457.6,82.27,1669.48,Coal,Negative,0.65,27.76,766.4,18.75,Equipment Failure
2022-09-19 11:46:36,4803.53,351.2,91.43,4059.81,Solar,Negative,27.47,60.67,766.31,7.22,Equipment Failure
2023-08-07 11:46:36,1671.18,337.65,85.27,4303.78,Hydro,Negative,9.85,30.34,572.35,18.49,Equipment Failure
2022-06-21 11:46:36,6044.7,412.15,85.69,1258.44,Natural Gas,Neutral,26.17,31.25,991.33,18.58,Weather
2022-08-19 11:46:36,3285.71,165.52,83.56,4826.87,Solar,Negative,1.74,32.98,915.12,1.84,Weather
2022-06-07 11:46:36,7759.78,383.59,90.56,2675.3,Solar,Negative,14.87,52.1,541.87,2.3,Maintenance
2023-01-19 11:46:36,1296.19,245.48,93.56,2647.36,Wind,Negative,16.68,68.05,830.96,16.71,Maintenance
2022-07-25 11:46:36,1485.78,328.26,92.14,2926.18,Solar,Positive,18.41,24.97,631.86,18.69,Unknown
2024-03-27 11:46:36,4665.0,331.44,83.02,1186.66,Solar,Positive,15.78,33.81,723.83,13.96,Equipment Failure
2023-04-12 11:46:36,9846.55,308.53,88.42,1568.23,Solar,Negative,37.26,26.0,608.15,7.27,Equipment Failure
2023-01-20 11:46:36,4350.08,449.87,91.98,4870.39,Hydro,Negative,37.32,33.34,807.98,16.67,Weather
2022-10-01 11:46:36,5861.5,201.21,93.3,1618.01,Coal,Neutral,24.61,42.1,739.57,17.36,Unknown
2024-04-25 11:46:36,5476.12,415.38,85.98,3407.53,Solar,Neutral,36.3,56.8,857.05,1.8,Equipment Failure
2023-09-10 11:46:36,4386.38,241.4,90.0,1596.65,Coal,Negative,36.92,57.05,575.67,21.6,Maintenance
2022-08-30 11:46:36,3983.08,310.88,81.29,2198.71,Hydro,Negative,18.09,27.51,590.28,2.21,Equipment Failure
2024-02-10 11:46:36,8929.33,223.66,86.83,1416.4,Wind,Negative,36.98,37.16,547.54,8.54,Maintenance
2023-11-10 11:46:36,2180.85,226.35,84.66,4884.59,Coal,Negative,36.58,56.09,823.6,5.04,Weather
2023-04-22 11:46:36,4883.41,125.15,91.73,1801.08,Hydro,Positive,25.71,41.5,624.41,8.4,Unknown
2022-12-11 11:46:36,1428.37,439.24,94.24,1521.92,Wind,Neutral,33.84,33.1,501.18,18.96,Weather
2023-04-25 11:46:36,7602.04,211.7,80.77,2803.88,Solar,Negative,39.62,56.21,613.15,2.7,Weather
2023-04-07 11:46:36,8410.15,256.47,87.16,2170.02,Hydro,Negative,14.02,64.53,588.91,15.97,Weather
2023-02-22 11:46:36,4323.78,286.77,89.56,1263.37,Hydro,Neutral,16.62,31.32,811.71,23.26,Unknown
2022-12-24 11:46:36,1377.5,198.05,81.85,1550.98,Coal,Neutral,19.73,64.43,891.63,9.8,Unknown
2022-10-06 11:46:36,4350.25,473.92,87.79,4845.75,Wind,Positive,19.12,71.93,650.42,21.25,Equipment Failure
2024-05-12 11:46:36,6488.81,375.9,89.71,3940.22,Hydro,Positive,4.23,24.88,515.22,10.64,Equipment Failure
2022-06-17 11:46:36,1120.68,246.17,90.07,3995.63,Wind,Positive,37.03,77.12,623.35,17.38,Weather
2023-08-26 11:46:36,3632.1,350.14,85.11,3138.66,Hydro,Positive,37.91,25.99,883.58,16.05,Maintenance
2023-04-26 11:46:36,5243.98,369.32,86.93,1709.4,Hydro,Negative,31.08,52.39,539.66,23.08,Unknown
2024-03-08 11:46:36,6859.1,323.03,80.84,1583.79,Wind,Neutral,6.46,47.59,813.86,15.34,Unknown
2023-02-02 11:46:36,6252.36,343.54,91.98,2768.86,Hydro,Positive,10.96,46.22,751.5,16.69,Equipment Failure
2023-12-29 11:46:36,9725.46,462.34,93.03,2028.91,Natural Gas,Positive,9.85,78.06,835.11,2.16,Weather
2023-07-06 11:46:36,9480.25,416.08,84.79,3977.38,Coal,Positive,2.64,71.29,909.5,21.5,Weather
2022-05-25 11:46:36,9077.38,486.22,88.5,1568.8,Hydro,Negative,32.73,68.19,702.35,4.85,Equipment Failure
2022-10-04 11:46:36,3049.51,394.98,86.43,4628.95,Natural Gas,Neutral,36.07,66.5,955.68,11.65,Weather
2023-12-22 11:46:36,4042.17,334.26,83.17,1026.99,Coal,Negative,24.94,69.78,964.94,13.81,Maintenance
2024-02-26 11:46:36,7347.1,354.14,87.52,2508.72,Natural Gas,Negative,37.83,26.1,518.86,5.43,Maintenance
2023-02-23 11:46:36,3129.35,272.83,92.3,3537.29,Wind,Negative,35.3,69.1,853.22,4.31,Unknown
2024-02-14 11:46:36,1826.52,241.92,91.17,3287.79,Solar,Negative,29.78,43.74,846.0,10.76,Maintenance
2023-12-13 11:46:36,8947.84,273.94,86.8,3593.62,Natural Gas,Neutral,8.25,41.44,888.25,17.81,Weather
2023-02-17 11:46:36,9215.46,282.32,92.96,4163.03,Coal,Neutral,19.98,71.98,514.21,20.24,Weather
2023-10-09 11:46:36,8993.7,216.36,83.84,3760.85,Coal,Negative,35.15,49.91,593.03,21.96,Equipment Failure
2022-11-03 11:46:36,5483.54,103.44,88.18,4756.3,Hydro,Positive,33.31,69.79,767.42,17.17,Equipment Failure
2022-10-15 11:46:36,9411.91,345.52,80.14,2100.34,Hydro,Neutral,18.02,33.86,736.47,1.5,Unknown
2023-04-14 11:46:36,2473.61,480.33,81.22,3545.59,Coal,Positive,0.11,40.82,630.8,10.07,Weather
2022-07-09 11:46:36,1744.07,410.95,86.88,3420.81,Coal,Negative,38.54,39.41,668.35,0.85,Weather
2023-08-16 11:46:36,1656.61,241.65,90.19,1279.09,Hydro,Neutral,25.84,20.74,790.8,19.75,Maintenance
2022-06-11 11:46:36,3185.48,422.85,89.94,1253.96,Wind,Positive,28.42,47.56,929.79,19.13,Unknown
2023-07-06 11:46:36,9565.41,381.08,87.94,1361.21,Wind,Positive,9.77,58.97,600.15,2.27,Weather
2023-05-23 11:46:36,9697.28,286.26,93.59,2854.19,Natural Gas,Positive,0.76,37.94,605.85,0.44,Equipment Failure
2023-09-06 11:46:36,5524.15,295.32,84.04,4502.09,Hydro,Neutral,29.17,76.01,595.36,15.1,Equipment Failure
2022-12-11 11:46:36,7128.39,362.3,84.5,1176.5,Wind,Positive,11.42,60.59,804.76,23.86,Weather
2023-11-02 11:46:36,3180.89,221.11,87.94,3357.14,Wind,Positive,23.66,26.92,733.57,17.2,Maintenance
2023-10-03 11:46:36,4729.8,398.3,92.95,3110.18,Hydro,Positive,12.59,39.74,653.31,10.91,Unknown
2023-10-22 11:46:36,2489.44,378.53,93.09,2031.33,Hydro,Neutral,15.12,25.65,904.13,9.51,Maintenance
2024-03-25 11:46:36,9052.59,363.35,82.01,2964.71,Hydro,Negative,4.7,41.35,628.72,9.2,Equipment Failure
2023-08-28 11:46:36,7573.02,382.21,89.02,1740.33,Solar,Negative,35.18,41.01,742.29,20.86,Weather
2022-10-05 11:46:36,7899.9,128.39,88.11,4714.15,Wind,Negative,14.74,78.43,587.66,14.08,Unknown
2024-02-09 11:46:36,5016.37,376.38,87.65,4189.4,Solar,Positive,1.98,22.23,881.22,2.18,Maintenance
2022-11-15 11:46:36,9402.79,235.4,83.43,3457.21,Hydro,Negative,24.96,54.86,620.16,6.39,Maintenance
2023-01-11 11:46:36,3247.07,385.74,87.73,1972.95,Wind,Neutral,15.23,79.67,601.25,21.87,Weather
2022-10-11 11:46:36,7942.44,181.98,91.79,3506.72,Hydro,Neutral,34.94,74.32,890.83,4.13,Weather
2022-09-06 11:46:36,4232.31,120.92,90.49,1120.48,Coal,Positive,37.64,48.54,630.81,16.16,Equipment Failure
2023-06-02 11:46:36,4321.2,248.84,80.71,2703.33,Natural Gas,Neutral,2.51,30.76,699.14,10.02,Equipment Failure
2022-07-15 11:46:36,1589.36,484.94,89.18,2262.29,Solar,Negative,19.36,78.4,516.73,19.07,Unknown
2023-02-05 11:46:36,2957.22,113.14,80.55,2469.22,Wind,Positive,32.72,46.51,721.37,22.17,Unknown
2022-11-14 11:46:36,5071.35,453.63,87.98,4106.85,Coal,Neutral,9.89,36.83,648.04,3.06,Equipment Failure
2023-12-11 11:46:36,8214.13,358.63,92.79,4706.48,Solar,Positive,29.48,64.2,797.71,3.17,Equipment Failure
2023-10-24 11:46:36,4581.68,366.88,82.94,1811.28,Wind,Neutral,11.26,43.12,851.0,12.66,Unknown
2023-08-30 11:46:36,6741.85,120.49,91.11,1654.57,Natural Gas,Positive,36.67,79.21,532.97,3.62,Equipment Failure
2023-08-10 11:46:36,1286.09,113.67,87.26,3820.37,Hydro,Negative,22.82,21.12,618.25,2.01,Weather
2023-09-01 11:46:36,9976.54,156.59,85.09,2712.55,Solar,Positive,1.34,47.78,614.85,7.27,Unknown
2023-08-16 11:46:36,8279.09,234.97,83.07,4629.01,Solar,Positive,11.09,33.39,999.56,10.6,Weather
2022-11-12 11:46:36,8656.83,215.06,80.48,4450.08,Natural Gas,Negative,35.7,50.51,969.48,23.54,Weather
2022-11-13 11:46:36,1605.74,477.2,82.02,4280.72,Hydro,Neutral,17.02,34.65,755.39,14.69,Equipment Failure
2023-05-11 11:46:36,7837.74,358.92,86.2,1158.45,Wind,Negative,28.93,72.24,530.46,14.2,Unknown
2024-02-20 11:46:36,7674.89,238.47,92.61,3172.4,Hydro,Negative,31.68,61.99,505.2,0.81,Maintenance
2024-05-04 11:46:36,6706.54,296.83,80.42,2416.78,Hydro,Neutral,15.39,32.34,524.73,19.96,Maintenance
2022-12-08 11:46:36,7527.59,380.01,94.95,4310.13,Solar,Neutral,35.59,55.19,790.9,18.43,Weather
2024-03-06 11:46:36,1113.66,186.53,86.91,4083.34,Hydro,Negative,0.99,35.72,790.59,12.32,Unknown
2023-09-26 11:46:36,9639.78,325.93,92.33,1059.97,Coal,Positive,35.71,58.75,783.01,17.63,Equipment Failure
2022-09-04 11:46:36,3827.27,483.44,80.63,3786.02,Hydro,Positive,18.99,71.48,522.04,19.67,Maintenance
2022-07-27 11:46:36,2841.63,371.45,86.55,1486.81,Wind,Neutral,19.58,24.79,613.88,17.71,Equipment Failure
2024-02-12 11:46:36,9017.87,233.8,85.27,1302.48,Hydro,Negative,34.56,65.18,592.68,12.57,Equipment Failure
2024-01-31 11:46:36,1302.32,255.67,90.63,4455.97,Coal,Negative,34.65,54.53,948.36,16.75,Unknown
2024-04-04 11:46:36,5678.11,442.85,86.7,2709.73,Solar,Neutral,22.53,41.66,814.3,11.94,Maintenance
2023-08-11 11:46:36,1093.77,362.77,93.93,2087.86,Natural Gas,Positive,29.5,62.49,839.72,1.35,Unknown
2024-02-02 11:46:36,4373.86,497.68,82.73,1225.51,Natural Gas,Neutral,36.06,79.96,890.98,13.87,Equipment Failure
2022-10-26 11:46:36,5921.94,492.15,83.59,2045.2,Hydro,Positive,25.58,77.1,662.91,23.76,Weather
2023-08-13 11:46:36,5179.25,375.15,94.63,3415.15,Hydro,Neutral,28.45,52.42,984.56,6.08,Maintenance
2023-12-18 11:46:36,9341.48,412.31,80.32,4620.73,Solar,Negative,9.28,73.34,647.54,6.21,Equipment Failure
2022-07-25 11:46:36,7608.55,390.02,82.65,2280.88,Wind,Neutral,23.96,27.07,918.66,5.87,Unknown
2024-02-12 11:46:36,9779.72,338.59,80.28,1587.84,Solar,Neutral,3.31,26.79,903.24,15.65,Equipment Failure
2023-06-03 11:46:36,8181.71,479.88,83.62,1125.89,Coal,Neutral,1.05,20.03,699.09,9.89,Equipment Failure
2023-07-29 11:46:36,3134.36,442.73,82.86,4819.05,Wind,Positive,2.8,47.0,535.93,17.21,Equipment Failure
2023-09-19 11:46:36,5430.97,128.57,85.23,3095.35,Solar,Neutral,10.94,35.77,558.73,22.96,Maintenance
2023-09-11 11:46:36,4379.36,362.94,85.17,4191.58,Hydro,Positive,21.36,58.61,944.0,3.18,Equipment Failure
2022-05-22 11:46:36,5260.14,267.75,92.76,4966.12,Coal,Negative,29.77,40.6,534.93,20.52,Maintenance
2022-08-11 11:46:36,9685.67,309.55,83.62,2939.63,Natural Gas,Neutral,13.05,49.28,645.69,9.7,Unknown
2022-08-27 11:46:36,2969.55,267.42,89.04,3823.09,Solar,Negative,36.14,44.86,569.24,17.21,Unknown
2023-06-05 11:46:36,3889.85,471.27,94.95,3326.63,Natural Gas,Positive,23.21,38.64,823.85,3.83,Maintenance
2023-08-19 11:46:36,2545.35,159.06,83.98,3534.36,Hydro,Neutral,34.58,31.44,875.26,4.25,Weather
2024-05-06 11:46:36,3438.23,314.82,91.63,1552.05,Wind,Neutral,5.06,78.9,740.46,3.53,Maintenance
2023-03-31 11:46:36,6729.16,205.95,87.9,3831.38,Solar,Positive,28.04,33.68,774.55,15.29,Unknown
2023-07-23 11:46:36,4119.19,173.58,89.66,4389.21,Wind,Negative,32.86,73.3,808.83,9.46,Unknown
2022-05-23 11:46:36,7400.19,179.8,83.86,2826.63,Natural Gas,Negative,19.65,40.73,885.0,15.18,Weather
2024-03-25 11:46:36,3029.71,322.39,91.72,4783.9,Coal,Positive,28.24,54.19,728.61,18.83,Unknown
2023-09-24 11:46:36,4669.1,487.85,85.45,3361.97,Hydro,Positive,23.16,40.09,845.26,19.12,Unknown
2022-11-30 11:46:36,5176.67,145.24,94.44,2281.23,Coal,Neutral,28.49,58.73,820.28,8.1,Weather
2023-10-16 11:46:36,3458.21,373.39,82.4,2420.37,Natural Gas,Positive,21.69,40.97,669.94,19.03,Maintenance
2023-08-11 11:46:36,1025.73,403.3,87.94,3190.27,Hydro,Positive,23.81,34.31,733.05,15.07,Maintenance
2024-02-25 11:46:36,9172.32,349.46,87.5,4319.91,Wind,Positive,11.83,23.07,834.07,0.38,Weather
2024-04-13 11:46:36,4995.64,475.07,83.69,1752.23,Hydro,Neutral,5.62,71.11,512.55,2.11,Maintenance
2023-03-30 11:46:36,5425.15,231.86,81.06,2413.48,Natural Gas,Positive,30.32,24.85,974.39,11.08,Equipment Failure
2023-06-26 11:46:36,3004.33,315.38,93.84,3182.14,Natural Gas,Negative,39.7,46.14,518.78,22.01,Unknown
2023-05-03 11:46:36,5270.32,297.19,91.56,1005.69,Coal,Neutral,4.49,43.25,591.64,14.19,Weather
2023-05-18 11:46:36,7218.43,418.99,89.37,3097.22,Hydro,Positive,38.37,31.64,768.95,13.45,Equipment Failure
2022-11-11 11:46:36,7100.01,302.84,89.86,2503.82,Wind,Neutral,25.59,21.18,967.07,7.52,Equipment Failure
2023-12-02 11:46:36,7505.75,263.85,82.99,2297.48,Natural Gas,Neutral,18.07,78.73,525.32,18.41,Weather
2022-07-10 11:46:36,5006.1,255.13,83.44,4469.79,Wind,Negative,28.05,50.28,733.28,3.83,Maintenance
2023-05-25 11:46:36,6284.13,304.89,94.1,3676.41,Solar,Positive,10.85,48.19,907.91,9.58,Maintenance
2023-12-11 11:46:36,5234.63,126.85,83.27,4445.0,Natural Gas,Negative,15.96,48.72,764.13,15.62,Maintenance
2023-10-06 11:46:36,6527.45,430.55,86.15,3535.42,Coal,Neutral,37.53,36.57,805.93,8.91,Weather
2022-06-15 11:46:36,8335.87,332.78,82.93,3279.58,Solar,Neutral,11.96,41.71,944.56,18.26,Maintenance
2023-03-06 11:46:36,3817.98,291.29,90.77,2509.85,Hydro,Neutral,35.53,66.28,524.61,18.68,Equipment Failure
2022-05-30 11:46:36,2893.45,111.96,83.7,4521.2,Hydro,Positive,25.14,31.1,818.26,17.63,Maintenance
2022-10-20 11:46:36,8746.91,162.91,87.19,4068.08,Hydro,Neutral,9.93,66.3,711.97,23.87,Maintenance
2022-07-11 11:46:36,7952.5,345.7,82.12,2240.99,Solar,Negative,14.88,78.3,927.81,9.57,Weather
2023-12-06 11:46:36,4200.39,483.61,83.42,3839.24,Hydro,Positive,8.7,63.79,562.26,12.56,Equipment Failure
2023-12-22 11:46:36,7008.38,100.37,90.7,1832.7,Natural Gas,Positive,16.22,57.58,999.69,13.15,Weather
2024-04-27 11:46:36,2411.26,166.39,88.51,1245.21,Wind,Positive,26.18,22.65,804.45,6.02,Equipment Failure
2023-10-13 11:46:36,2582.97,307.43,91.36,1777.53,Hydro,Neutral,7.79,48.46,878.86,18.32,Unknown
2022-06-06 11:46:36,4596.57,415.35,83.9,2987.82,Solar,Positive,30.77,31.07,798.32,4.32,Unknown
2023-07-01 11:46:36,1828.13,490.14,89.01,3169.47,Hydro,Positive,26.97,48.07,688.33,3.73,Weather
2022-12-01 11:46:36,7547.45,232.53,92.41,3539.54,Solar,Positive,18.25,23.98,975.17,15.18,Unknown
2023-01-26 11:46:36,2516.6,125.24,88.26,3225.11,Solar,Positive,30.04,41.67,883.21,21.97,Equipment Failure
2022-05-28 11:46:36,6152.08,141.62,82.6,1544.64,Hydro,Neutral,3.05,55.27,764.69,13.29,Unknown
2023-02-07 11:46:36,1047.98,471.55,81.91,3213.44,Hydro,Neutral,5.94,53.29,880.86,13.09,Equipment Failure
2022-06-28 11:46:36,8723.69,425.76,93.96,2098.77,Natural Gas,Positive,15.79,53.56,854.51,16.72,Maintenance
2023-05-19 11:46:36,2270.47,415.43,91.97,1535.84,Wind,Neutral,7.69,28.18,631.01,1.57,Maintenance
2023-11-11 11:46:36,2722.95,484.71,83.2,1282.48,Natural Gas,Negative,5.0,63.37,954.06,20.21,Maintenance
2024-03-16 11:46:36,3409.09,241.02,93.42,3238.94,Hydro,Negative,3.77,33.91,977.28,11.58,Unknown
2022-07-10 11:46:36,5486.41,228.84,87.43,4100.08,Natural Gas,Neutral,16.42,71.67,508.91,6.49,Maintenance
2023-04-30 11:46:36,6039.8,434.88,94.43,2677.24,Coal,Neutral,0.28,37.56,856.09,19.79,Weather
2024-05-08 11:46:36,5903.59,276.07,82.65,1344.74,Natural Gas,Negative,14.02,26.62,551.53,14.3,Maintenance
2023-12-24 11:46:36,4881.37,200.12,88.22,1026.9,Coal,Neutral,27.19,51.27,695.37,23.57,Equipment Failure
2022-06-21 11:46:36,2673.3,383.57,90.03,3613.99,Solar,Neutral,11.51,69.07,577.3,12.13,Weather
2022-12-20 11:46:36,2714.01,454.72,86.11,2234.92,Wind,Negative,9.49,28.86,749.38,14.07,Unknown
2022-06-20 11:46:36,8530.2,208.73,86.84,1089.88,Coal,Neutral,21.25,28.32,868.89,22.6,Unknown
2022-11-04 11:46:36,1038.22,393.42,94.76,4850.88,Solar,Negative,33.15,22.31,843.05,15.67,Weather
2024-03-25 11:46:36,8910.48,338.72,90.44,1690.17,Wind,Negative,14.62,75.97,954.57,7.22,Unknown
2024-05-04 11:46:36,8965.9,214.4,84.44,3383.61,Wind,Negative,1.94,44.98,935.42,5.74,Maintenance
2024-01-04 11:46:36,8639.13,436.94,92.16,4944.5,Hydro,Negative,18.0,29.57,616.75,0.91,Equipment Failure
2024-01-08 11:46:36,8906.2,253.66,91.93,4039.74,Hydro,Positive,37.46,26.99,960.51,3.98,Maintenance
2023-10-16 11:46:36,5400.02,163.02,83.6,2919.05,Hydro,Neutral,17.53,61.75,791.01,18.87,Weather
2022-08-29 11:46:36,6247.91,466.59,86.52,3457.84,Solar,Negative,9.19,26.65,526.12,4.23,Maintenance
2023-12-16 11:46:36,3000.23,453.12,87.09,2761.82,Natural Gas,Neutral,17.99,34.46,768.32,14.32,Equipment Failure
2023-11-10 11:46:36,5698.74,422.52,93.38,2359.39,Wind,Negative,37.65,69.34,660.69,11.46,Unknown
2024-03-25 11:46:36,8217.05,482.83,83.11,3623.55,Wind,Negative,1.99,47.26,583.61,18.28,Equipment Failure
2023-09-14 11:46:36,8918.16,126.98,88.93,1461.04,Coal,Negative,21.53,28.86,539.53,5.44,Unknown
2024-04-08 11:46:36,4196.25,382.09,89.57,1416.78,Natural Gas,Negative,9.19,59.95,796.62,17.04,Unknown
2023-01-10 11:46:36,4355.9,435.74,90.49,1015.78,Solar,Negative,2.3,23.19,742.84,15.38,Maintenance
2023-01-05 11:46:36,7566.91,175.21,89.69,2279.04,Natural Gas,Neutral,32.65,44.52,696.19,19.07,Equipment Failure
2024-03-17 11:46:36,2484.79,257.62,87.79,3662.5,Wind,Negative,6.73,27.42,946.86,10.42,Equipment Failure
2023-08-24 11:46:36,6522.16,247.98,91.96,2789.38,Solar,Positive,12.82,59.01,518.3,9.52,Unknown
2023-05-18 11:46:36,4949.15,207.58,94.32,1419.48,Coal,Negative,2.38,72.95,813.81,11.65,Weather
2024-04-08 11:46:36,7341.86,411.13,88.44,3200.99,Wind,Negative,11.32,63.18,899.55,16.65,Weather
2023-04-27 11:46:36,6090.3,449.77,87.79,2006.3,Solar,Positive,39.55,35.56,556.3,7.29,Weather
2023-12-19 11:46:36,2985.42,480.83,91.86,1333.56,Solar,Positive,5.12,67.51,801.99,0.17,Maintenance
2023-11-02 11:46:36,7197.08,442.05,80.17,4976.99,Natural Gas,Positive,4.95,61.83,517.09,23.95,Maintenance
2023-09-23 11:46:36,8911.33,364.22,85.2,2828.96,Solar,Neutral,2.32,20.2,666.2,10.99,Weather
2023-08-02 11:46:36,3309.03,268.19,89.51,1988.8,Natural Gas,Positive,19.42,26.06,685.74,10.35,Equipment Failure
2023-03-18 11:46:36,5645.53,164.99,86.97,2403.6,Hydro,Neutral,16.24,22.69,988.47,11.16,Equipment Failure
2024-02-22 11:46:36,6065.23,323.84,89.76,3300.72,Solar,Positive,11.5,79.81,834.56,1.23,Equipment Failure
2022-11-24 11:46:36,7754.66,235.13,82.59,4398.63,Wind,Negative,2.1,68.22,550.05,11.85,Unknown
2022-12-03 11:46:36,3768.12,416.0,89.33,1656.7,Coal,Positive,10.5,69.7,809.74,7.57,Equipment Failure
2023-03-04 11:46:36,7926.37,420.37,94.86,1408.17,Hydro,Positive,24.56,57.39,745.43,1.72,Weather
2024-03-09 11:46:36,5821.73,476.0,91.04,4547.48,Wind,Positive,26.04,25.63,549.44,20.03,Maintenance
2024-04-30 11:46:36,7223.62,412.19,88.87,4286.06,Wind,Positive,0.11,23.06,717.86,19.89,Weather
2022-08-01 11:46:36,6579.51,425.48,88.0,4133.43,Solar,Neutral,31.07,54.57,931.09,23.52,Equipment Failure
2024-04-28 11:46:36,9622.75,323.43,81.84,3736.27,Hydro,Neutral,11.63,48.79,538.91,0.71,Equipment Failure
2024-02-24 11:46:36,1210.15,428.37,88.24,4721.54,Coal,Neutral,33.76,35.16,953.29,18.3,Unknown
2022-09-01 11:46:36,2228.18,481.47,86.46,2270.13,Coal,Neutral,28.04,38.61,772.74,7.94,Unknown
2023-03-08 11:46:36,6761.79,250.15,84.92,4073.45,Solar,Positive,19.78,47.12,988.61,17.98,Equipment Failure
2024-02-27 11:46:36,9104.75,246.67,90.29,3507.47,Natural Gas,Positive,0.3,26.35,539.08,14.01,Unknown
2023-04-20 11:46:36,9754.88,243.54,91.57,3451.34,Natural Gas,Positive,11.67,78.91,546.53,3.95,Weather
2023-06-02 11:46:36,5009.82,484.25,81.35,4383.68,Coal,Neutral,30.13,75.29,810.61,5.11,Equipment Failure
2022-09-14 11:46:36,6522.31,303.95,94.19,3081.09,Coal,Positive,26.38,21.45,831.67,12.93,Equipment Failure
2023-05-16 11:46:36,4810.08,334.28,84.27,2078.15,Solar,Neutral,39.7,42.1,598.57,0.61,Maintenance
2023-03-21 11:46:36,1248.22,372.09,88.58,2279.99,Natural Gas,Negative,37.07,27.64,604.47,9.83,Equipment Failure
2022-09-10 11:46:36,3799.66,163.86,90.56,1981.16,Hydro,Negative,24.29,78.47,776.33,16.2,Equipment Failure
2023-01-31 11:46:36,5800.77,325.95,86.76,3308.08,Hydro,Positive,38.96,21.35,691.78,19.86,Weather
2023-10-16 11:46:36,4247.59,242.73,86.22,1118.08,Hydro,Positive,32.61,64.86,889.44,0.69,Equipment Failure
2023-08-11 11:46:36,5933.0,146.08,81.69,2251.51,Solar,Neutral,33.5,62.57,556.88,20.13,Weather
2023-02-15 11:46:36,4396.8,266.89,89.8,2454.41,Wind,Positive,33.49,74.62,738.87,21.94,Weather
2022-09-02 11:46:36,5985.5,197.15,87.47,4851.28,Solar,Negative,4.88,73.63,930.45,9.76,Unknown
2023-04-12 11:46:36,1167.12,390.4,85.1,2156.96,Natural Gas,Positive,20.42,34.51,513.38,11.44,Equipment Failure
2024-04-09 11:46:36,6378.96,205.31,85.79,2090.47,Coal,Positive,21.81,20.82,908.85,10.82,Maintenance
2023-04-28 11:46:36,7447.06,122.8,87.0,1845.42,Coal,Negative,32.31,74.51,560.25,0.42,Unknown
2023-12-26 11:46:36,7959.23,260.76,92.6,1497.68,Coal,Neutral,25.28,31.8,972.08,21.43,Weather
2022-12-13 11:46:36,8598.81,284.66,86.85,4314.59,Hydro,Positive,2.73,63.04,886.55,11.78,Equipment Failure
2023-03-07 11:46:36,2606.56,243.19,87.18,1901.13,Wind,Neutral,7.85,37.71,519.1,22.23,Equipment Failure
2022-08-30 11:46:36,4790.13,266.75,87.93,1865.48,Wind,Neutral,15.71,79.77,634.39,6.95,Equipment Failure
2022-11-22 11:46:36,7926.08,314.08,92.06,3882.35,Hydro,Positive,21.7,37.09,909.07,11.28,Weather
2024-04-05 11:46:36,7426.02,495.91,93.08,3524.16,Wind,Positive,29.41,57.97,523.54,15.89,Maintenance
2024-02-25 11:46:36,7185.22,157.41,80.45,1886.68,Wind,Positive,5.23,41.91,504.11,20.32,Weather
2023-05-09 11:46:36,1021.02,162.29,91.18,3385.95,Hydro,Positive,24.31,61.71,714.47,13.58,Unknown
2023-03-08 11:46:36,9045.06,138.46,90.66,3080.76,Wind,Positive,10.17,41.29,649.19,7.25,Weather
2023-02-02 11:46:36,7523.91,498.27,83.85,4627.53,Hydro,Neutral,32.85,78.17,603.94,2.27,Unknown
