Property ID,Property Type,Rent,Occupancy Rate,Monthly Revenue,Rental Length (months),Maintenance Costs,Maintenance Issues Logged,Customer Satisfaction,Month,Season,Date,Maintenance Issue Type,Occupancy Indicator
20ed7378-0a21-483f-b450-29fc83906d53,House,4227.34,0.706689101727879,2987.4151072983323,9,460.91,9,3,3,March,2023-07-08,HVAC,Vacant
c622e659-7fdb-4d6e-95c3-c8b5e65195b4,House,2238.65,0.9280171875038109,2077.5056768054064,4,289.75,0,2,3,March,2023-04-13,HVAC,Occupied
abf8662b-9032-4ed8-9f19-eb55d862bec0,Condo,3124.93,0.8418695874686197,2630.783529968314,3,427.41,7,4,2,February,2021-10-11,Structural,Occupied
a91bed12-efbd-4a37-aaf7-151c14da6dac,Townhouse,1138.94,0.9257114218315216,1054.3297667807933,8,67.81,10,3,2,February,2021-09-23,Other,Occupied
9e24b7e2-5480-4bd0-8021-9e396b5a2788,Apartment,4692.72,0.8614998719692974,4042.777679187762,10,148.07,3,3,9,September,2021-12-02,Electrical,Occupied
f65f9c9b-7760-473e-9d32-1f8a59026bc4,Duplex,4504.43,0.7537694850218116,3395.301881416799,4,462.48,3,4,2,February,2022-08-16,Structural,Vacant
a47e0ba6-372b-4196-ae41-4d1a7ffe7711,Townhouse,4875.71,0.9386283632477133,4576.4796969705085,2,223.52,4,1,12,December,2023-10-03,Electrical,Occupied
18967792-15b7-418d-959e-53e404841fe8,Condo,3839.49,0.8723650795342549,3349.4369992209763,4,66.08,6,1,6,June,2023-12-10,Plumbing,Occupied
059d00b4-4fcb-49dd-9bd3-8da41bd50518,House,4446.25,0.8672978508758773,3856.2230694568693,4,461.37,8,3,11,November,2023-02-25,Other,Occupied
520f7267-4e81-4bae-bfaf-248b3874e209,Apartment,3967.85,0.8248285272806489,3272.795871970523,8,52.71,1,2,8,August,2022-04-05,Plumbing,Occupied
c4e1f058-df7f-4799-ac9a-e851f135ec05,Apartment,3651.71,0.7706355662460451,2814.1376036163456,10,456.2,7,2,5,May,2024-02-11,Structural,Vacant
5db19bed-e550-4012-9eec-d1e608f597ae,Apartment,1814.01,0.7828578783339557,1420.1120198765789,4,305.34,4,2,8,August,2023-07-07,Plumbing,Vacant
5d45fb66-c255-4fe9-a6f0-2ef5c3682ace,Duplex,3636.3,0.8231310898227013,2993.151581922289,12,229.8,3,2,12,December,2023-10-20,HVAC,Occupied
f47558cf-aa3d-42fe-a04c-d672bf64bcf0,Townhouse,1676.53,0.9164457429739228,1536.4487814680708,11,360.65,2,4,8,August,2022-09-07,Electrical,Occupied
e268ee2e-63aa-438c-947f-da700203086f,Duplex,4648.45,0.927098660022413,4309.571766181186,6,147.61,7,4,3,March,2021-10-29,Other,Occupied
602f7245-0433-4272-80c3-1fa5fe17c459,Duplex,2953.35,0.9825640619904075,2901.8555724793696,3,90.82,8,1,12,December,2024-03-10,Other,Occupied
27d32411-7e65-4dd1-a2dc-1ef6de3c1315,Condo,3114.94,0.7308868031958361,2276.668538746838,2,329.6,7,2,2,February,2022-02-08,Electrical,Vacant
7a673b50-1db9-4803-8b45-14527fd2c6fe,Apartment,4115.97,0.9295965828203849,3826.19164699122,10,376.82,10,3,10,October,2023-09-18,Plumbing,Occupied
f410ecd8-b963-4a96-abb1-92601020d4e4,Apartment,3453.06,0.867621792474468,2995.9501067218866,11,386.74,2,2,3,March,2023-09-30,HVAC,Occupied
31fd4c92-e290-4046-ac53-c95d16d9f45a,House,4552.94,0.7393174800720014,3366.068127719018,12,419.09,3,5,4,April,2022-05-04,Electrical,Vacant
30ac3756-4944-4ca9-baf8-46683de550e1,Townhouse,2304.74,0.8711224065816487,2007.710655344989,8,450.91,4,1,2,February,2022-09-12,HVAC,Occupied
10424157-a114-4011-a12e-27847d7ab500,Condo,1500.34,0.7647208748984279,1147.3413174451073,8,224.45,8,5,10,October,2022-01-02,Plumbing,Vacant
bd8a5528-44ec-4d46-b3bc-ec6e92e62ce2,Apartment,3612.78,0.989740090519542,3575.7132042271915,4,468.87,4,5,12,December,2024-05-08,HVAC,Occupied
180f4026-6bc3-4683-9fbc-d4ce007fbe51,House,4194.46,0.9771084276480702,4098.442215432724,6,50.77,9,3,4,April,2023-02-10,Structural,Occupied
eab0a181-9309-45a6-975a-85e62038e7e3,House,4153.3,0.9893826451881063,4109.202940259762,4,465.89,2,1,3,March,2024-04-12,Other,Occupied
581a2656-4b39-4825-8339-b4cc3359f8b2,Apartment,2647.92,0.7070310165011358,1872.1615692136875,4,360.17,0,5,9,September,2021-07-22,Electrical,Vacant
70648357-2f3b-4a53-8eb9-8b0e62e3ce0e,Townhouse,3910.87,0.8428058351575276,3296.10405654252,2,413.97,3,5,2,February,2021-11-17,HVAC,Occupied
af233e39-f9cd-461f-a900-1a6d2327242e,Townhouse,3293.73,0.8550518755461418,2816.3100140425936,2,248.71,8,4,1,January,2024-04-17,Other,Occupied
71b03608-cfe0-4284-9c9c-28d6269bd697,House,2540.83,0.859126163143241,2182.893529099241,10,449.05,8,2,4,April,2022-07-17,Electrical,Occupied
66d9d09e-120b-4370-8c0b-ca16db6c0284,Condo,3471.42,0.9712252807870005,3371.5308642296095,6,317.06,6,1,7,July,2023-12-08,HVAC,Occupied
6a8c6a81-e5f8-4fa1-909a-9a25b001bba3,Apartment,4701.47,0.7687666645147444,3614.3334102161357,3,348.11,5,3,3,March,2021-09-07,Electrical,Vacant
36fb17f8-f333-4c8f-9cf1-be4ff47d79d0,Apartment,2952.3,0.7603996090195005,2244.9277657082716,7,364.22,5,2,9,September,2022-06-21,Other,Vacant
fe48f57b-554c-4e42-82cb-093286b377aa,Duplex,2881.46,0.7348412101958081,2117.415553530813,6,158.24,4,2,3,March,2023-02-17,Plumbing,Vacant
df6538bc-1d86-4720-82dd-e1907be555bc,Apartment,3021.48,0.9224704717637228,2787.226081024653,12,119.57,7,5,11,November,2024-04-26,Electrical,Occupied
ff47dcf8-ec58-4421-81fe-e50cc01b11ae,Condo,2129.58,0.7442197625063423,1584.8755218382562,10,282.19,10,3,11,November,2022-03-13,Other,Vacant
a0b96c3d-22ce-4a6c-b380-b1dffd333569,Duplex,4993.24,0.9492450986617896,4739.808596441994,11,349.99,1,3,11,November,2023-03-15,Structural,Occupied
2eb8cad0-1259-45bf-b9fd-8f24077399c7,Duplex,4198.8,0.7150469547028215,3002.339153406207,7,442.0,8,4,3,March,2024-02-08,HVAC,Vacant
9b11a3ee-ef4b-4ad6-91dc-e91f5e8a0931,Apartment,2625.75,0.7060214552880444,1853.8358362225827,8,237.01,8,3,6,June,2023-11-15,Structural,Vacant
b7d66330-3a27-4f84-85ae-42c4b161e80e,Condo,2116.42,0.9846995487922438,2084.0378190548804,6,143.99,7,3,1,January,2022-01-25,Other,Occupied
8f1bdd38-4dea-4b67-bfc6-f6df35020950,Townhouse,4633.03,0.8690786755227706,4026.467576057262,9,290.58,7,1,1,January,2023-04-12,Structural,Occupied
f97d7514-6c49-4e37-9a41-d770d36eda53,House,3857.55,0.9139390091779166,3525.5654248542724,5,332.07,10,3,9,September,2021-08-21,HVAC,Occupied
e4645739-3ab1-44c5-a8ef-375ec4092aa0,Duplex,1866.71,0.8454572019122153,1578.2234133815514,10,404.66,6,3,10,October,2022-06-15,Structural,Occupied
60e2ad16-b682-47ba-81dc-a6958a1c85d0,Condo,3561.28,0.9291375105896709,3308.9188337127835,8,246.52,7,3,6,June,2023-03-08,HVAC,Occupied
d78a204b-fc8a-4e55-932b-1570672485c7,Apartment,2082.75,0.7699476314125834,1603.608429324558,4,337.59,9,5,12,December,2021-08-31,Other,Vacant
d56092f5-ecfe-4c85-8d2c-a04dcc72a381,Apartment,1375.88,0.7361325140681457,1012.8300034560805,9,137.83,4,4,4,April,2021-06-26,Other,Vacant
7511b42e-4a7d-43e3-8f2d-ecfd1ff3ebca,Apartment,3341.61,0.7292735265004019,2436.947708889008,2,405.67,9,4,3,March,2022-10-04,Plumbing,Vacant
53e7971f-5b02-493a-838c-3b78fb4e4c06,House,2919.36,0.8951969988277293,2613.40231049772,6,143.36,10,3,2,February,2022-11-14,Plumbing,Occupied
c6379025-cc3b-4093-933c-a7042e14359e,Townhouse,1068.21,0.7111740734790509,759.683257031057,4,263.77,1,1,4,April,2022-03-09,Electrical,Vacant
841675ba-43f9-4f4e-850d-e9f60c8f96cf,House,2809.35,0.9559710712701013,2685.6573290726587,9,103.99,5,2,6,June,2021-07-28,Other,Occupied
58bd9329-ca41-4fbc-9027-f5e34a5f04fa,Duplex,3003.96,0.8657979605973748,2600.82244171609,4,413.92,0,4,6,June,2023-01-01,Structural,Occupied
76cdee51-cecb-4915-a5f5-7392865d2017,Townhouse,2683.54,0.8210776069139011,2203.3946012577303,3,428.76,7,2,4,April,2022-12-19,Plumbing,Occupied
7e287bca-0620-492d-885f-10de482282a8,House,4320.36,0.8608202827203679,3719.0535166537684,9,186.72,8,4,3,March,2022-11-23,Plumbing,Occupied
22063a3d-39d7-40af-8e0e-95c933955a31,Condo,1005.3,0.8095165621279773,813.8069999072555,11,241.54,9,1,9,September,2021-07-14,Plumbing,Occupied
0de8046b-1e12-4469-9ca6-ca38e4f61b30,Duplex,1154.47,0.8527850674254015,984.5147767906033,11,123.64,1,1,6,June,2023-07-26,Plumbing,Occupied
0e72924a-9549-43b1-8b37-e90c579015aa,Townhouse,1986.4,0.8299559407955422,1648.6244807962653,8,311.7,6,5,7,July,2023-02-07,Other,Occupied
60e5f613-4f54-4915-b4ef-3effbdde8f33,Apartment,4693.71,0.8454697152367003,3968.3896571036526,9,266.49,7,1,8,August,2023-03-22,HVAC,Occupied
382ceeac-7844-4cb4-afa6-4582003f51f9,House,1074.24,0.8115249303866797,871.7725412185869,6,86.76,2,4,1,January,2021-05-31,Other,Occupied
12a09386-4221-42a3-aff7-a52498caecf6,House,2932.75,0.8587536529722688,2518.5097757544213,10,475.15,0,3,8,August,2022-01-12,Structural,Occupied
c7cbd665-e7da-4e6c-b534-b0097d2d6992,Apartment,4265.11,0.706384559658852,3012.807849246566,6,409.11,0,1,10,October,2021-10-13,Other,Vacant
efcc27ea-6027-4edb-8eec-e0589e295c67,Apartment,4003.66,0.9159407679446663,3667.1154149893423,2,127.57,7,5,8,August,2022-03-12,Structural,Occupied
da715b4a-2e80-4506-be05-493b7e9ec3a5,Condo,2309.09,0.9340403220044959,2156.7831671373615,6,322.0,6,2,9,September,2023-05-19,Structural,Occupied
48c54788-e9f4-48f1-9398-fccfea249b09,Condo,1228.55,0.8674316650000962,1065.6831720358682,5,369.65,6,2,2,February,2024-02-05,Electrical,Occupied
700baac2-4ae2-4541-bf38-f5987b35cb76,Condo,1087.11,0.9860548653067208,1071.9501046235891,6,166.24,2,1,8,August,2023-10-01,Other,Occupied
417788dd-74d0-4e4f-ad9e-28156a35f753,House,1826.8,0.952789818464664,1740.5564403712483,4,492.27,8,4,11,November,2022-06-18,Plumbing,Occupied
5d63e437-927c-4a5f-8c11-4706af48e26e,Duplex,1627.07,0.724812670277492,1179.3209514283988,3,234.7,7,4,6,June,2022-03-21,Other,Vacant
adf973df-0dfd-442a-9116-13ab2c508d17,Apartment,1906.08,0.98141439293546,1870.6543460864214,2,97.61,8,4,3,March,2021-10-11,Electrical,Occupied
593a628d-ea3c-422d-84fb-8bbc729bea41,Condo,1276.67,0.7050352354567854,900.0973340506142,9,315.46,4,2,5,May,2024-01-13,HVAC,Vacant
11126897-c217-45b0-8cb6-2492ce40cf57,House,4106.39,0.7361888868742391,3023.078683171507,10,305.43,3,3,8,August,2023-08-25,Structural,Vacant
550a5688-b6ff-4243-8382-12d73cb808e4,Townhouse,1701.57,0.8065555902196955,1372.4107956501273,2,73.94,1,2,8,August,2023-08-04,Electrical,Occupied
8444938f-d4f6-4247-a212-15ce5a04da34,Townhouse,4564.23,0.9489220837830077,4331.098642464916,2,201.59,5,2,9,September,2023-06-01,Plumbing,Occupied
78979e4b-9475-465f-b091-ca1cd0b87909,Duplex,1262.97,0.7934696527666492,1002.1283673546949,10,314.92,5,2,12,December,2022-12-22,HVAC,Vacant
b9a4e227-1f84-4c45-bda9-3a920e8f1480,Condo,3690.11,0.7767270772267517,2866.208354945209,5,139.36,10,5,5,May,2023-02-21,Structural,Vacant
9c7293df-3b8a-45a9-b3d8-dc89d25dfc51,Condo,3317.51,0.9401637387831621,3119.002605050528,11,405.54,10,3,5,May,2021-10-04,Structural,Occupied
32cfc8c9-3b23-4f21-8d1c-0ede11b0c9a5,House,1503.65,0.9185976350964608,1381.2493340127933,8,303.69,5,3,2,February,2023-12-06,Structural,Occupied
3d80159c-147f-4208-a08d-53df9ab89209,Apartment,2762.85,0.9584914043067302,2648.1679763888496,8,259.64,7,1,1,January,2021-06-13,Electrical,Occupied
510b992e-7204-466d-8817-46ca0d254147,Apartment,2293.41,0.8933487537133121,2048.814965253647,1,166.21,3,1,11,November,2023-07-21,Other,Occupied
9a6f726c-2153-4cd9-9efd-72f7a5ae7a69,Duplex,4197.14,0.9121721445747633,3828.514194880522,4,305.33,7,5,10,October,2021-11-08,Plumbing,Occupied
66c09bc0-cb93-46e1-b106-ab59054a42d8,Duplex,2209.91,0.7293847304029706,1611.8746095648287,10,359.4,8,4,12,December,2023-07-10,Plumbing,Vacant
723fcacd-46bd-43a3-b6c4-7d50d12361c3,Townhouse,3823.99,0.9653861183276771,3691.6268626238534,4,445.15,6,4,3,March,2023-10-20,Structural,Occupied
196bd9f5-541b-4c5d-9d52-b87af8b7ec8e,Condo,1940.16,0.8236047555188066,1597.925002467368,1,359.76,9,5,1,January,2022-10-06,Structural,Occupied
f48673a5-5eda-4174-ac89-85f8b6645aee,Duplex,2163.77,0.9317897843382765,2016.1787816576325,6,148.19,7,5,8,August,2022-08-23,Other,Occupied
0303965f-451e-42d0-827c-54f2dac551e7,Apartment,1853.19,0.7848102892309646,1454.4025798999314,5,88.88,9,2,9,September,2022-12-10,Plumbing,Vacant
13c56486-4892-4080-bcdd-ab127fa5d640,Duplex,2439.34,0.8725808171432217,2128.5212904901464,3,453.78,3,4,5,May,2021-11-22,Other,Occupied
6914d0f7-35e6-4bac-b724-467a295cab00,Duplex,2790.82,0.875600733487582,2443.644039031814,12,55.17,5,5,7,July,2023-04-12,Structural,Occupied
c71e0f66-6428-46cd-b868-6b8aa874b9a1,Apartment,3483.3,0.8701672557591359,3031.053601985798,4,420.88,0,4,7,July,2021-05-24,HVAC,Occupied
7001a863-6905-4c65-8cbe-5d1858222b06,House,4348.85,0.8270849440510771,3596.868358936527,2,264.41,0,4,9,September,2021-12-07,HVAC,Occupied
798fbf5c-770e-4bd9-9c9d-4d8d36e4e1d8,Condo,3947.46,0.8584751037461928,3388.7961330339463,8,398.18,9,4,7,July,2023-06-05,Structural,Occupied
2039f096-829a-436d-ae0c-79161d9d7a3e,House,3911.6,0.9983712567744926,3905.229007999105,12,400.99,8,1,7,July,2022-03-27,Structural,Occupied
53ccfe8e-287b-4f13-930f-f0a06be4bd6f,Condo,4664.29,0.9573773928498945,4465.485799695834,1,222.76,1,3,4,April,2021-12-02,Electrical,Occupied
f2b541c7-4f91-40f6-85b0-eb03bcd64cd3,Condo,2737.13,0.8438456497561888,2309.7152433171573,12,362.52,4,5,9,September,2023-08-21,HVAC,Occupied
e961620b-2283-4c09-a9dd-6ad382be66b5,Duplex,1915.92,0.8677003015994948,1662.4443618405041,4,308.99,0,4,10,October,2024-02-05,Structural,Occupied
89251945-8c52-458f-a7d9-80f9aec15548,Condo,2815.78,0.7498166538280497,2111.318737515946,11,430.09,3,1,11,November,2023-09-06,Plumbing,Vacant
8a4f1268-d7a1-4136-a3e7-935da897f4af,Condo,4693.98,0.9256305690659907,4344.891378584379,8,124.19,4,1,9,September,2022-06-25,Structural,Occupied
84f5c53f-8391-4a90-82cb-083a13b7632a,House,4043.87,0.7445052235472789,3010.6823383461347,11,451.5,0,1,8,August,2023-06-10,Other,Vacant
bbfe62df-618a-4344-b301-150b7b4c54e4,Duplex,2387.6,0.9681597227438725,2311.57815402327,10,301.62,8,3,4,April,2022-10-06,Other,Occupied
3d138639-e75d-4452-8056-70dfca7bc34d,Duplex,2193.28,0.8938753955654694,1960.5190275858329,9,442.59,3,5,11,November,2024-04-21,Structural,Occupied
93b68112-c9ca-4648-a1de-a45b5f29d3ab,Townhouse,2710.02,0.7076675280598924,1917.7931543928696,10,121.42,9,4,7,July,2022-07-15,HVAC,Vacant
7ad014b4-baa7-4742-b0ed-f089127825bb,House,3830.15,0.9151262226005072,3505.0707014933328,2,434.36,7,2,4,April,2022-12-03,Plumbing,Occupied
66c4ea41-6822-4069-9028-1e03b56471bf,Townhouse,2218.56,0.8735137543275688,1937.942674800971,5,304.26,9,3,4,April,2023-07-21,HVAC,Occupied
b1f20720-48b2-42ce-b046-3aaecbd85f82,Apartment,2076.76,0.8515201290400771,1768.4029431852707,8,302.27,0,4,10,October,2022-09-20,Other,Occupied
1d7ef189-e596-403e-a42c-2f12236ce53d,Townhouse,1314.18,0.7318070598542943,961.7262019193165,10,131.0,3,1,5,May,2022-01-25,Other,Vacant
159eb6ca-e793-46aa-a4d3-8d6feae89839,Townhouse,2612.94,0.943387049674081,2465.0137575753934,2,298.72,7,1,10,October,2023-07-08,Plumbing,Occupied
4f71a4cd-6ce4-4075-b2bd-daf69833c4bf,House,4916.29,0.9352547083508259,4597.983370118082,6,463.12,10,4,4,April,2022-02-17,Other,Occupied
ac0dee8e-22a7-469a-8ce1-6128b94daaf2,Duplex,4955.97,0.9784922551985573,4849.378261996394,9,163.75,1,3,4,April,2022-06-21,Plumbing,Occupied
ab4b2122-8065-4fa3-8403-cfaffb1a338f,Townhouse,3939.92,0.8477249295030599,3339.9684042476956,1,378.77,0,2,4,April,2021-06-06,Electrical,Occupied
574a1526-824d-4e0e-8bec-031b7c12a850,Duplex,2484.38,0.9960424797571097,2474.5480158589685,5,282.01,2,3,9,September,2023-07-12,Electrical,Occupied
06e00f47-a139-4728-bdfa-589d5dc77d0b,House,3571.29,0.9811620868731674,3504.014349229274,4,133.73,5,1,8,August,2022-06-08,HVAC,Occupied
05229b61-6fde-4ba5-a9ba-ee0661b09273,Condo,1837.16,0.9823672976126276,1804.765904482015,7,281.73,2,4,12,December,2022-01-28,Electrical,Occupied
ec39dc12-d901-454d-8175-8c35601fb146,Townhouse,4990.42,0.8327753937502022,4155.8989804788835,1,307.55,8,3,3,March,2021-10-10,Other,Occupied
4dc65e56-58de-4330-9db8-8cfb37cf809a,Condo,2924.44,0.9346394245766692,2733.296918808994,4,173.25,5,3,10,October,2023-05-08,Electrical,Occupied
8413d9bb-58be-4bb8-8f38-7d788c721e39,Condo,4376.09,0.7556299748979289,3306.704776851078,3,424.1,7,1,7,July,2023-10-10,Electrical,Vacant
98c4b9e1-262c-4943-bbd9-3432c611b0f0,House,1568.9,0.7291453692128985,1143.9561697581166,1,272.42,0,1,9,September,2024-01-30,Plumbing,Vacant
6ab7f373-7efe-422a-912d-2442d2704b8a,Duplex,3387.29,0.9483372416232666,3212.2932551780746,4,468.9,7,3,7,July,2023-03-31,Plumbing,Occupied
00862a4d-24b0-4572-8c22-420110a10268,Townhouse,4095.19,0.7023867082060573,2876.407023578364,9,77.47,10,5,10,October,2024-05-03,Plumbing,Vacant
f102c13b-990f-43eb-977f-c763e0c83745,Townhouse,1138.66,0.9716437289583907,1106.3718484157612,8,164.84,1,2,6,June,2022-02-27,Electrical,Occupied
814f0c91-8117-4fb8-8b4a-e2a8c9239649,Townhouse,4183.26,0.7552730482944998,3159.5035320084494,2,81.07,0,4,1,January,2022-12-31,Other,Vacant
60eb94f1-956f-4626-b84e-f3cf9ae5c6a7,Duplex,2162.03,0.890615871008153,1925.5382315957572,11,315.14,8,2,10,October,2023-10-12,Electrical,Occupied
fa20f1b8-d1a9-4fbc-899e-8df51fc36f27,Condo,3775.16,0.8515372313337234,3214.689294241819,8,167.34,8,2,2,February,2021-08-02,HVAC,Occupied
b0ad899a-fa5f-4434-8429-a9d083077765,House,1894.03,0.9556577993097052,1810.0445416265609,7,394.15,5,3,6,June,2021-09-04,Other,Occupied
5606d997-4591-4554-9424-e89a720803f0,Townhouse,4891.56,0.9034315868574785,4419.189813008567,5,250.55,7,2,2,February,2022-07-31,Electrical,Occupied
ef3c6bd7-2c8e-4f93-80b4-20353dc2e825,Townhouse,4865.12,0.7428240452071465,3613.9281188181926,11,434.3,8,1,12,December,2023-02-25,HVAC,Vacant
5779b602-45b1-46f3-9d73-3b45802c98ae,House,1687.54,0.8762934640135469,1478.7802722614208,5,383.96,3,2,6,June,2022-07-28,Plumbing,Occupied
77f2e3e1-924a-46ea-8f39-a223b5352541,Apartment,1554.87,0.8343304111809969,1297.2753264329965,6,151.28,8,5,1,January,2022-04-24,Plumbing,Occupied
30b86c1c-de92-4f00-9c51-f94ea3ba27f7,Duplex,2333.75,0.8327080297368361,1943.3323643983413,9,355.4,10,3,8,August,2023-07-24,Structural,Occupied
100e9080-80c0-41d1-8dcd-6a5f91460699,Duplex,2148.03,0.9114592503125007,1957.841813448761,4,411.58,4,5,7,July,2021-07-13,HVAC,Occupied
502d0c4c-724e-490e-bf40-3e1264bc4d5b,Apartment,1870.51,0.9671899925029099,1809.138552876618,9,88.37,7,5,1,January,2022-04-23,Electrical,Occupied
9e58862f-53f5-468f-997f-2994b5fb100a,Condo,1812.73,0.717503228485316,1300.6396273721869,8,307.58,4,3,7,July,2024-01-05,Structural,Vacant
c6f38223-1437-42d4-b4de-b963ca1aec3f,Duplex,2079.08,0.8183182467677178,1701.3491004898267,4,305.41,9,2,6,June,2023-10-28,Electrical,Occupied
c19d4a00-8692-443f-bb91-b2bbd7b28ff8,Townhouse,4792.05,0.9170587802200352,4394.5915277534195,8,275.71,4,3,8,August,2023-07-11,Electrical,Occupied
e786c3aa-6a7f-44e2-a579-059cfce27aff,House,3807.53,0.8700182742750315,3312.620679850411,1,171.65,7,4,7,July,2022-10-07,Structural,Occupied
0d68002e-aa73-4a43-abc5-8661ce8cb0da,Condo,2900.8,0.7979089244888156,2314.574208157156,8,146.01,10,1,3,March,2022-03-19,Structural,Vacant
e3b36c18-6ee8-4a5a-aae5-7fb8b69dfd54,Townhouse,3910.64,0.9113503656094215,3563.963193766828,1,487.76,8,1,4,April,2022-01-14,HVAC,Occupied
54dfd605-8b6f-40b1-ab2a-f4a2f1f1a6af,Apartment,1876.89,0.7977632573889614,1497.3138801607677,10,62.08,8,1,2,February,2022-09-16,Other,Vacant
f67c4fea-ef63-48f1-99c1-f78f21e6f9c5,Duplex,2885.93,0.9406143448900655,2714.5471563485867,5,349.3,3,1,8,August,2022-01-12,HVAC,Occupied
63735431-685d-4cf5-ab28-eb4dd5afc3e3,Apartment,1452.72,0.8741053544563644,1269.8303305258496,7,158.15,8,3,12,December,2023-03-05,Electrical,Occupied
028c77a1-04b1-4ce7-a0a7-ab53ffd38822,Apartment,2097.45,0.8390956871088266,1759.9612489264082,7,66.83,9,5,2,February,2024-02-17,Other,Occupied
bcf76be9-d5ae-42a3-aaa0-aff7dd9f9293,Duplex,2072.39,0.7732779320275396,1602.5334535545526,5,168.9,10,3,6,June,2023-04-03,Structural,Vacant
ba9ff2f8-b2bd-43d5-9b84-3a38fc6505be,Townhouse,2302.45,0.7926186964410256,1824.9649176206392,11,75.1,9,3,11,November,2024-05-03,Other,Vacant
4dbc4cde-bc40-4f62-b9c2-8899ec804ff3,Duplex,1235.19,0.979673281005682,1210.0826399654084,4,280.89,3,4,12,December,2024-02-10,Plumbing,Occupied
4ac8cf57-60c6-402b-b105-58199bfab0ef,Condo,2376.21,0.8963018713681774,2129.801469763777,2,417.75,8,5,9,September,2024-03-22,Other,Occupied
d8585587-3968-426f-8ad8-b7f31bed47a7,House,3130.9,0.9613881981976145,3010.010309736911,3,496.93,10,4,2,February,2024-02-28,HVAC,Occupied
09e6394c-e312-4a89-91b7-0bdfddf6b471,Duplex,3526.23,0.7031743031555654,2479.5543230162493,7,364.27,7,4,2,February,2021-10-17,Plumbing,Vacant
35c937b4-9d51-4d4b-b1e8-2b3968cc83b8,House,4045.97,0.7945030235288697,3214.5353981071007,10,291.17,0,2,8,August,2022-11-10,Other,Vacant
37572354-fb76-40da-819b-fd3a3ded141f,House,2990.06,0.9478636606857346,2834.1692172699873,6,325.57,5,2,4,April,2023-10-24,Other,Occupied
8d06eb25-ccb7-4494-84a9-6fe37d3a1d67,Apartment,2614.7,0.7367712094880002,1926.4356814482742,4,331.38,4,3,3,March,2023-12-27,Structural,Vacant
500c66d9-ce1b-49ad-83f2-845039fffee0,Duplex,3314.34,0.7813829859618386,2589.7688856927603,7,199.05,8,3,8,August,2021-08-27,Structural,Vacant
e286b703-0ecc-4c52-b2c4-04a62cb6dc2f,House,2158.79,0.8695883497520811,1877.258633561295,5,172.06,2,5,12,December,2023-01-23,Electrical,Occupied
7a2eaf29-90d9-4b74-b4e4-48b2dabc37bf,House,3723.8,0.7006524316930942,2609.089525138744,7,283.3,1,3,9,September,2021-09-09,Electrical,Vacant
d1a3d597-3fd1-45c3-b608-a9398d5f48d9,Townhouse,1823.68,0.8882755565238201,1619.9303669213602,8,88.01,9,5,11,November,2021-12-17,Plumbing,Occupied
beadd2e4-3587-422b-b740-8e1774b226a9,Townhouse,1600.21,0.9094677976700549,1455.3394645095987,7,375.62,1,2,12,December,2024-02-23,HVAC,Occupied
fdb804c8-f854-4865-8737-567409f3b8ef,Condo,1418.87,0.8018903085400205,1137.7781020781788,6,258.47,8,4,8,August,2021-10-11,Electrical,Occupied
d4c2b434-eddf-47de-a841-daa9317b8499,Duplex,1327.51,0.8738534289831141,1160.0491655093738,1,408.94,7,1,9,September,2021-07-07,Electrical,Occupied
ca5c0cf3-9070-4ede-9989-4164a8458d75,Condo,3635.7,0.941408240096944,3422.677938520459,1,203.26,3,1,9,September,2022-10-07,Structural,Occupied
c0768fc5-f151-4fea-bf4b-f12a14e20d37,Condo,1986.16,0.9055854979176663,1798.637692544152,6,460.87,4,3,10,October,2023-08-14,Other,Occupied
9238a42d-a660-4876-9384-bd0d15a9dbff,Duplex,3620.23,0.8777768725798945,3177.7541674199115,3,105.61,1,5,1,January,2024-05-06,Electrical,Occupied
c2a76112-92df-49df-aa85-6e4675259473,Apartment,1097.85,0.8677721587661494,952.6836645014171,7,64.4,3,1,3,March,2022-11-22,Other,Occupied
864d6865-5186-46ed-93b1-71ca8a8d12f0,Townhouse,2183.02,0.7444721529035615,1625.1975992315329,10,236.4,8,2,10,October,2022-11-01,Other,Vacant
0cf3956b-eaef-4303-8d3c-fba4f1036e6b,House,3047.45,0.8298485653802541,2528.922010568055,9,204.51,1,1,9,September,2021-12-29,Structural,Occupied
4d1ee543-423b-4bb0-9d45-960c433cfed8,House,3981.41,0.7710906373977964,3070.0279746419606,10,395.54,5,4,1,January,2023-06-30,HVAC,Vacant
fc2d81f0-21de-46b6-bd0a-2192b621fd18,Apartment,2763.52,0.903568850550508,2497.0305898733395,4,199.76,9,2,6,June,2024-03-15,Other,Occupied
14f457d5-7404-4433-bdae-0bbf2085d6fe,House,3803.73,0.838594044177991,3189.7853236611495,10,340.19,6,3,6,June,2022-01-25,Other,Occupied
a426c89a-93fa-4f12-9200-43f885e51bdb,Condo,1516.29,0.9299299778997706,1410.0435261896432,3,208.5,2,4,5,May,2023-06-01,Structural,Occupied
6d8fffab-193c-480d-802c-e7a1e12bb8eb,Townhouse,2457.59,0.999910966048666,2457.3711910515412,9,394.45,0,3,5,May,2024-03-08,Other,Occupied
5fb1e505-6fe4-4897-8436-b75ad4aebf3e,House,1847.01,0.982106002067705,1813.9596068790718,5,84.65,3,5,3,March,2022-08-12,Plumbing,Occupied
